date,homeTeamId,awayTeamId,home_racha_5,away_racha_5,homeTeamWinner
2024-02-11 20:00:00,17703,17692,3,0,False
2024-02-11 20:00:00,18284,7845,3,3,True
2024-02-11 20:00:00,10146,7,3,3,False
2024-02-11 20:00:00,17697,19685,0,3,True
2024-02-11 20:00:00,10151,236,3,3,True
2024-02-11 20:00:00,17134,21369,12,9,False
2024-02-11 20:00:00,5263,2635,0,0,True
2024-02-11 20:00:00,17694,17707,3,3,False
2024-02-11 20:00:00,10100,10102,3,0,False
2024-02-11 20:00:00,17696,6499,3,3,True
2024-02-11 20:00:00,10103,10064,0,0,True
2024-02-11 20:00:00,22168,21314,3,0,True
2024-02-11 20:00:00,10099,21500,0,0,False
2024-02-11 20:30:00,22184,18156,0,0,False
2024-02-11 21:00:00,4928,4815,6,12,True
2024-02-11 21:00:00,9169,2674,6,12,False
2024-02-11 21:00:00,4134,2688,0,0,False
2024-02-11 21:00:00,18128,4774,6,3,True
2024-02-11 21:00:00,5570,21819,0,0,True
2024-02-11 21:15:00,2671,2670,9,12,False
2024-02-11 21:30:00,11978,17814,0,3,False
2024-02-11 22:00:00,7389,1936,9,12,False
2024-02-11 22:00:00,7634,6214,0,0,False
2024-02-11 22:00:00,19145,13913,3,3,False
2024-02-11 22:00:00,12,7764,3,3,True
2024-02-11 22:00:00,11963,11972,0,0,False
2024-02-11 23:00:00,19143,11674,0,0,True
2024-02-11 23:00:00,17131,20899,6,0,True
2024-02-11 23:00:00,10318,11995,6,3,True
